,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
2115,18438,"LEUPRORELIN ACETATE INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 3.75 mg",LEUPRORELIN ACETATE,None,,Leuprorelin (INT) | Leuprorelin and Norethisterone (INT),
54,5927,QUETIAPINE FUMARATE TABLET ORAL 100 mg,QUETIAPINE FUMARATE,None,,ACH-Quetiapine Fumarate XR (CAN) | APO-Quetiapine Fumarate (CAN) | JAMP-Quetiapine Fumarate (CAN),
1678,51943,SIMPLE EYE OINTMENT OPHTHALMIC  3.5 g,SIMPLE EYE,None,,,
1981,19172,"BOTULINUM A TOXIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 300 [iU]",BOTULINUM A TOXIN,None,,,
1986,50059,FLUPENTHIXOL (AS DIHYDROCHLORIDE) TABLET ORAL 3 mg,FLUPENTHIXOL (AS DIHYDROCHLORIDE),None,,,
1988,1100,"RIFAMPICIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 600 mg",RIFAMPICIN,None,,Rifampicin (INT) | Rifampicin and Isoniazid (INT),
1990,51907,"ARTIFICIAL TEARS (HYALURONATE SODIUM) SOLUTION, DROPS OPHTHALMIC 0.4 % 10 mL",ARTIFICIAL TEARS (HYALURONATE SODIUM),None,,GoodSense Artificial Tears [OTC] | Artificial Tears [OTC],
2160,52906,PYRVINIUM SUSPENSION ORAL 50 mg/5mL 50 mL,PYRVINIUM,None,,,
2016,51906,"ARTIFICIAL TEARS (HYALURONATE SODIUM / TS-POLYSACCARIDE) SOLUTION, DROPS OPHTHALMIC 0.2 %/0.2 % 10 mL",TS-POLYSACCARIDE),None,,,
1992,51905,"ARTIFICIAL TEARS (HYALURONATE SODIUM / TS-POLYSACCARIDE) SOLUTION, DROPS OPHTHALMIC 0.2 %/0.2 % 0.5 mL",ARTIFICIAL TEARS (HYALURONATE SODIUM,None,,,
1993,51905,"ARTIFICIAL TEARS (HYALURONATE SODIUM / TS-POLYSACCARIDE) SOLUTION, DROPS OPHTHALMIC 0.2 %/0.2 % 0.5 mL",TS-POLYSACCARIDE),None,,,
1995,533,FIBRINOLYSIN / DESOXYRIBONUCLEASE OINTMENT TOPICAL 1 [iU]/666 [iU],DESOXYRIBONUCLEASE,None,,,
1660,1738,"CALCITONIN, SALMON SPRAY NASAL 200 [iU]/1{Puff} 14 {Puff}","CALCITONIN, SALMON",None,,,
2001,19983,"QUETIAPINE FUMARATE TABLET, EXTENDED RELEASE ORAL 200 mg",QUETIAPINE FUMARATE,None,,ACH-Quetiapine Fumarate XR (CAN) | APO-Quetiapine Fumarate (CAN) | JAMP-Quetiapine Fumarate (CAN),
2007,51513,"QUETIAPINE FUMARATE TABLET, EXTENDED RELEASE ORAL 150 mg",QUETIAPINE FUMARATE,None,,ACH-Quetiapine Fumarate XR (CAN) | APO-Quetiapine Fumarate (CAN) | JAMP-Quetiapine Fumarate (CAN),
2008,19984,"QUETIAPINE FUMARATE TABLET, EXTENDED RELEASE ORAL 50 mg",QUETIAPINE FUMARATE,None,,ACH-Quetiapine Fumarate XR (CAN) | APO-Quetiapine Fumarate (CAN) | JAMP-Quetiapine Fumarate (CAN),
2010,52229,ADULT COLD PREPARATION (6) TABLET ORAL 500 mg/2 mg/15 mg,ADULT COLD PREPARATION (6),None,,,
1652,16766,"CALCIUM FOLINATE INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",CALCIUM FOLINATE,None,,"Calcium Acetate | Calcium Acetate and Magnesium Carbonate | Calcium Carbonate | Calcium Carbonate and Magnesium Carbonate | Calcium Carbonate and Magnesium Hydroxide | Calcium Carbonate and Simethicone | Calcium Carbonate and Vitamin D | Calcium Carbonate, Magnesium Hydroxide, and Simethicone | Calcium Chloride | Calcium Citrate | Calcium Dobesilate | Calcium Dobesilate and Lidocaine | Calcium Glubionate | Calcium Glubionate and Calcium Lactobionate | Calcium Gluconate | Calcium Hydroxylapatite | Calcium Lactate | Calcium Polystyrene Sulfonate",
2015,51906,"ARTIFICIAL TEARS (HYALURONATE SODIUM / TS-POLYSACCARIDE) SOLUTION, DROPS OPHTHALMIC 0.2 %/0.2 % 10 mL",ARTIFICIAL TEARS (HYALURONATE SODIUM,None,,,
1737,17677,CALCIPOTRIOL / BETAMETHASONE DIPROPIONATE OINTMENT TOPICAL 0.005 %/0.064 % 30 g,CALCIPOTRIOL,None,,Calcipotriol (INT) | Calcipotriol and Betamethasone (INT),
328,380,DANAZOL CAPSULE ORAL 200 mg,DANAZOL,996,Danazol,Danazol,996|3598|3815|3867
319,379,DANAZOL CAPSULE ORAL 100 mg,DANAZOL,996,Danazol,Danazol,996|3598|3815|3867
1096,2259,DALTEPARIN SODIUM INJECTION PARENTERAL 25000 [iU]/1mL 0.2 mL,DALTEPARIN SODIUM,993,Dalteparin,Dalteparin,3616|3617|3858
1370,378,"DACTINOMYCIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 0.5 mg",DACTINOMYCIN,990,DACTINomycin,DACTINomycin,3633|3875|3929|3950|3951|3976|3977
1796,16164,"ADALIMUMAB INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.8 mL",ADALIMUMAB,99,Adalimumab,Adalimumab,99|3644|3669|3847|3877|3924
724,50003,DACLATASVIR / SOFOSBUVIR TABLET ORAL 60 mg/400 mg,DACLATASVIR,988,Daclatasvir,Daclatasvir,988|3651|3816|3817|3818|3831|3947|3972|3976|3977
1606,377,"DACARBAZINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 200 mg",DACARBAZINE,987,Dacarbazine,Dacarbazine,987|3633|3724|3727|3728|3799|3802|3803|3875|3929
1450,376,"DACARBAZINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",DACARBAZINE,987,Dacarbazine,Dacarbazine,987|3633|3724|3727|3728|3799|3802|3803|3875|3929
2118,19438,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 150 mg,DABIGATRAN ETEXILATE (AS MESYLATE),985,Dabigatran Etexilate,Dabigatran Etexilate,985|3616|3918|3973|3974|3975
1771,13583,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 110 mg,DABIGATRAN ETEXILATE (AS MESYLATE),985,Dabigatran Etexilate,Dabigatran Etexilate,985|3616|3918|3973|3974|3975
1805,13584,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 75 mg,DABIGATRAN ETEXILATE (AS MESYLATE),985,Dabigatran Etexilate,Dabigatran Etexilate,985|3616|3918|3973|3974|3975
820,375,"CYTARABINE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 20 mg/1mL 5 mL",CYTARABINE,982,Cytarabine (Conventional),Cytarabine (Conventional) | Cytarabine (Liposomal),982|3577|3633|3825|3875|3929
816,50464,"CYTARABINE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 50 mg/1mL 20 mL",CYTARABINE,982,Cytarabine (Conventional),Cytarabine (Conventional) | Cytarabine (Liposomal),982|3577|3633|3825|3875|3929
1181,52394,"CYTARABINE INJECTION, SOLUTION PARENTERAL 100 mg/1mL 10 mL",CYTARABINE,982,Cytarabine (Conventional),Cytarabine (Conventional) | Cytarabine (Liposomal),982|3577|3633|3825|3875|3929
2058,52393,"CYTARABINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",CYTARABINE,982,Cytarabine (Conventional),Cytarabine (Conventional) | Cytarabine (Liposomal),982|3577|3633|3825|3875|3929
2342,1454,"CYTARABINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",CYTARABINE,982,Cytarabine (Conventional),Cytarabine (Conventional) | Cytarabine (Liposomal),982|3577|3633|3825|3875|3929
1078,1453,CYSTEAMINE CAPSULE ORAL 150 mg,CYSTEAMINE,981,Cysteamine (Systemic),Cysteamine (Ophthalmic) | Cysteamine (Systemic),981
1633,373,CYPROTERONE ACETATE TABLET ORAL 50 mg,CYPROTERONE ACETATE,978,Cyproterone,Cyproterone,978|3606|3819|3820|3867|3989
84,374,CYPROTERONE COMPOUND TABLET ORAL 2 mg/0.035 mg,CYPROTERONE COMPOUND,978,Cyproterone,Cyproterone,978|3606|3819|3820|3867|3989
2155,52811,CYPROHEPTADINE HYDROCHLORIDE SOLUTION ORAL 2 mg/5mL 150 mL,CYPROHEPTADINE HYDROCHLORIDE,975,Cyproheptadine,Cyproheptadine,975|3615|3630|3702
200,372,CYPROHEPTADINE HYDROCHLORIDE TABLET ORAL 4 mg,CYPROHEPTADINE HYDROCHLORIDE,975,Cyproheptadine,Cyproheptadine,975|3615|3630|3702
925,52813,CYPROHEPTADINE HYDROCHLORIDE SOLUTION ORAL 2 mg/5mL 200 mL,CYPROHEPTADINE HYDROCHLORIDE,975,Cyproheptadine,Cyproheptadine,975|3615|3630|3702
506,19472,CYPROHEPTADINE HYDROCHLORIDE SOLUTION ORAL 2 mg/5mL 60 mL,CYPROHEPTADINE HYDROCHLORIDE,975,Cyproheptadine,Cyproheptadine,975|3615|3630|3702
1425,370,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1941,9391,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1813,368,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 200 mg",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
2106,369,CYCLOPHOSPHAMIDE TABLET ORAL 50 mg,CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1882,50838,CYCLOPENTOLATE HYDROCHLORIDE SOLUTION OPHTHALMIC 1 % 5 mL,CYCLOPENTOLATE HYDROCHLORIDE,969,Cyclopentolate,Cyclopentolate,969|3615
10,10427,VITAMIN B1 / VITAMIN B6 / VITAMIN B12 INJECTION PARENTERAL 100 mg/100 mg/1000 ug/3mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1214,11462,"VITAMIN B12 INJECTION, SOLUTION PARENTERAL 1000 ug/4 mL",VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1379,1746,VITAMIN B12 INJECTION PARENTERAL 100 ug/1mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
361,1294,VITAMIN B12 INJECTION PARENTERAL 1000 ug/1mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1012,366,CROTAMITON CREAM TOPICAL 10 % 30 g,CROTAMITON,962,Crotamiton,Crotamiton,
2345,364,CROMOLYN SODIUM CAPSULE RESPIRATORY 20 mg,CROMOLYN SODIUM,958,Cromolyn (Oral Inhalation),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),958
908,1748,CROMOLYN SODIUM SOLUTION OPHTHALMIC 20 mg/1mL 5 mL,CROMOLYN SODIUM,957,Cromolyn (Ophthalmic),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
1307,11954,CROMOLYN SODIUM SPRAY NASAL 20 mg/1mL 20 mL,CROMOLYN SODIUM,956,Cromolyn (Nasal),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
880,52231,CROMOLYN SODIUM SPRAY NASAL 20 mg/1mL 13 mL,CROMOLYN SODIUM,956,Cromolyn (Nasal),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
1377,1205,"TETRACOSACTIDE ACETATE INJECTION, SUSPENSION PARENTERAL 1 mg/1mL",TETRACOSACTIDE ACETATE,945,Cosyntropin,Tetracosactide (INT),945
1408,8426,TETRACOSACTIDE INJECTION PARENTERAL 250 ug/1mL,TETRACOSACTIDE,945,Cosyntropin,Tetracosactide (INT),945
1105,50720,"CORIFOLLITROPIN ALFA INJECTION, SOLUTION PARENTERAL 300 ug/1mL 0.5 mL",CORIFOLLITROPIN ALFA,941,Corifollitropin Alfa,Corifollitropin Alfa,941
1375,50030,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 4500000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1447,50029,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 2000000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1432,10730,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 1000000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1929,348,COLCHICINE TABLET ORAL 1 mg,COLCHICINE,923,Colchicine,Colchicine,923|3816|3818|3819|3974|3975|3976
235,2243,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1896,52185,CODEINE PHOSPHATE / GUAIFENESIN SYRUP ORAL 10 mg/100 mg/5 mL 60 mL,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1674,51940,CODEINE PHOSPHATE / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 10 mg/100 mg/5 mg/5mL 60 mL,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
231,52159,ACETAMINOPHEN / CAFFEINE / CODEINE PHOSPHATE TABLET ORAL 300 mg/15 mg/15 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1864,52312,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/10 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1761,52500,"ACETAMINOPHEN / CODEINE PHOSPHATE CAPSULE, LIQUID FILLED ORAL 300 mg/20 mg",CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1972,346,COAL TAR LOTION TOPICAL 5 % 60 mL,COAL TAR,903,Coal Tar,Coal Tar,
1044,1743,CLOZAPINE TABLET ORAL 25 mg,CLOZAPINE,902,CloZAPine,CloZAPine,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
1013,334,CLOZAPINE TABLET ORAL 100 mg,CLOZAPINE,902,CloZAPine,CloZAPine,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
1457,332,"CLOXACILLIN (AS SODIUM) INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
952,331,CLOXACILLIN (AS SODIUM) CAPSULE ORAL 500 mg,CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
2184,329,CLOXACILLIN (AS SODIUM) CAPSULE ORAL 250 mg,CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
1825,10284,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) LOTION TOPICAL 1 %/0.05 % 30 mL,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
455,50402,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1018,11747,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 45 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
2039,13803,CLOTRIMAZOLE SUPPOSITORY VAGINAL 100 mg,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1009,51881,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
2067,52815,CLOTRIMAZOLE / HYDROCORTISONE CREAM TOPICAL  30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
595,23052,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 40 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
266,326,CLOTRIMAZOLE CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
984,51866,CLOTRIMAZOLE CREAM VAGINAL 2 % 50 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
394,2230,CLOTRIMAZOLE CREAM VAGINAL 2 % 20 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
322,52001,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1272,328,CLOTRIMAZOLE TABLET VAGINAL 100 mg,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
272,325,CLOTRIMAZOLE CREAM VAGINAL 1 % 50 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1294,327,CLOTRIMAZOLE SOLUTION TOPICAL 1 % 20 mL,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
7,1788,CLOPIDOGREL (AS BISULFATE) TABLET ORAL 75 mg,CLOPIDOGREL (AS BISULFATE),893,Clopidogrel,Clopidogrel,893|3579|3637|3651|3742|3757|3759|3760|3764|3765|3819|3820
1248,324,CLONIDINE HYDROCHLORIDE TABLET ORAL 0.2 mg,CLONIDINE HYDROCHLORIDE,891,CloNIDine,CloNIDine,891|3590|3631|3672|3674|3702
598,322,CLONAZEPAM TABLET ORAL 1 mg,CLONAZEPAM,890,ClonazePAM,ClonazePAM,890|3607|3655|3702|3816|3817|3820
921,323,CLONAZEPAM TABLET ORAL 2 mg,CLONAZEPAM,890,ClonazePAM,ClonazePAM,890|3607|3655|3702|3816|3817|3820
1335,17,ACITRETIN CAPSULE ORAL 10 mg,ACITRETIN,89,Acitretin,Acitretin,89|3980|4013
1401,18,ACITRETIN CAPSULE ORAL 25 mg,ACITRETIN,89,Acitretin,Acitretin,89|3980|4013
433,321,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 25 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
404,320,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 10 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
637,1438,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 50 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
627,1439,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 75 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
293,319,CLOMIPHENE CITRATE TABLET ORAL 50 mg,CLOMIPHENE CITRATE,888,ClomiPHENE,ClomiPHENE,888|4020
1690,2425,CLOBETASOL PROPIONATE LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
238,314,CLOBETASOL PROPIONATE OINTMENT TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
354,313,CLOBETASOL PROPIONATE CREAM TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
2366,51912,CLOBETASOL PROPIONATE OINTMENT TOPICAL 0.05 % 100 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
581,312,CLOBAZAM TABLET ORAL 10 mg,CLOBAZAM,879,CloBAZam,CloBAZam,879|3607|3655|3702|3743|3746|3747|3757|3759|3760|3788|3808|3811|3816|3817|3820|3976|3977
594,23052,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 40 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1733,51995,CLINDAMYCIN PHOSPHATE / TRETINOIN GEL TOPICAL 1.2 %/0.025 % 30 g,CLINDAMYCIN PHOSPHATE,872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1427,15142,CLINDAMYCIN (AS PHOSPHATE) SUPPOSITORY VAGINAL 100 mg,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
2235,11269,CLINDAMYCIN PHOSPHATE / TRETINOIN GEL TOPICAL 1.2 %/0.025 % 15 g,CLINDAMYCIN PHOSPHATE,872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
454,50402,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 30 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1015,1374,CLINDAMYCIN (AS PHOSPHATE) SOLUTION TOPICAL 10 mg/1mL 60 mL,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
368,2234,CLINDAMYCIN (AS PHOSPHATE) CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1046,1862,CLINDAMYCIN (AS PHOSPHATE) GEL TOPICAL 1 % 15 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
314,1947,CLINDAMYCIN (AS PHOSPHATE) INJECTION PARENTERAL 150 mg/1mL 2 mL,CLINDAMYCIN (AS PHOSPHATE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
1416,9464,CLINDAMYCIN (AS HYDROCHLORIDE) CAPSULE ORAL 300 mg,CLINDAMYCIN (AS HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
1188,14109,PHOSPHATE (ORGANIC) INJECTION PARENTERAL 216 mg/1mL 20 mL,PHOSPHATE (ORGANIC),871,Clindamycin (Systemic),Dalacin C Phosphate (CAN),871|3610|3816|3817|3818|3908
2159,52451,"CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE) POWDER, FOR SOLUTION ORAL 75 mg/5mL 80 mL",CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
518,309,CLINDAMYCIN (AS HYDROCHLORIDE) CAPSULE ORAL 150 mg,CLINDAMYCIN (AS HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
1679,2397,"PHOSPHATE SODIUM TABLET, EFFERVESCENT ORAL 500 mg",PHOSPHATE SODIUM,871,Clindamycin (Systemic),Dalacin C Phosphate (CAN),871|3610|3816|3817|3818|3908
1873,11753,CLINDAMYCIN (AS PHOSPHATE) INJECTION PARENTERAL 150 mg/1mL 4 mL,CLINDAMYCIN (AS PHOSPHATE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
2346,52537,ACETYLCYSTEINE TABLET ORAL 600 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
